id,pipeline_id,external_run_id,status,started_at,finished_at,duration_seconds,rows_processed,error_message,status_reason,payload,ingested_at,created_at,updated_at
f6df0257-f41a-55c5-9b03-dbdaf58a0274,d6e7f809-1a2b-4681-a2b3-c4d5e6f70819,bom-refresh-20251201-0001,success,2025-12-01T12:56:33Z,2025-12-01T13:03:17Z,404,1429,,,"{""attempt"":3,""environment"":""staging"",""pipeline_type"":""healthcheck"",""platform"":""airflow"",""source"":""synthetic-orchestrator-v1""}",2025-12-01T13:00:33Z,2025-12-01T13:00:33Z,2025-12-01T13:00:33Z
e5458330-6269-5ad3-a5b9-295236633bd7,1a2b3c4d-5e6f-4a7b-8c9d-0e1f2a3b4c6e,shipments-ingest-20251201-0001,success,2025-12-01T13:43:11Z,2025-12-01T15:37:27Z,6856,1189381,,,"{""attempt"":3,""environment"":""staging"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-12-01T13:59:11Z,2025-12-01T13:59:11Z,2025-12-01T13:59:11Z
592ec01d-2a4f-5599-ae30-e15b663e8bfa,2b3c4d5e-6f70-4b8c-9d0e-1f2a3b4c5d6f,warehouse-models-20251201-0001,success,2025-12-01T13:46:33Z,2025-12-01T13:57:34Z,661,372135,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""transform"",""platform"":""dbt"",""source"":""synthetic-orchestrator-v1""}",2025-12-01T13:54:33Z,2025-12-01T13:54:33Z,2025-12-01T13:54:33Z
4386855e-3bd3-56a7-a477-3587ce28c510,2b3c4d5e-6f70-4bb6-f708-192a3b4c5d6e,phi-validations-20251201-0001,canceled,2025-12-01T13:48:55Z,2025-12-01T13:54:31Z,336,487902,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""quality"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-01T14:04:55Z,2025-12-01T14:04:55Z,2025-12-01T14:04:55Z
9102f80d-417c-5533-b8f2-b3088c62efc9,1a2b3c4d-5e6f-4a7b-8c9d-0e1f2a3b4c6e,shipments-ingest-20251201-0002,success,2025-12-01T15:31:36Z,2025-12-01T15:51:24Z,1188,3834782,,,"{""attempt"":2,""environment"":""staging"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-12-01T15:38:36Z,2025-12-01T15:38:36Z,2025-12-01T15:38:36Z
f72fd5d4-e2fa-5308-b3a0-5830a0f17782,c5d6e7f8-091a-4550-91a2-b3c4d5e6f709,marketplace-ingest-20251201-0001,success,2025-12-01T16:28:33Z,2025-12-01T16:40:04Z,691,2555565,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-12-01T16:49:33Z,2025-12-01T16:49:33Z,2025-12-01T16:49:33Z
d5c555e6-10f3-5d80-b151-81d2ed0fb4ba,708192a3-b4c5-400b-5e6f-708091a2b3c4,airport-feeds-20251201-0001,success,2025-12-01T17:39:56Z,2025-12-01T17:44:59Z,303,3941,,,"{""attempt"":2,""environment"":""dev"",""pipeline_type"":""healthcheck"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-01T18:01:56Z,2025-12-01T18:01:56Z,2025-12-01T18:01:56Z
0631236b-14ae-5cec-a57f-926a5c10fa1e,708192a3-b4c5-400b-4c5d-6e7f8091a2b3,grid-events-20251201-0001,success,2025-12-01T18:30:05Z,2025-12-01T19:56:12Z,5167,3726247,,,"{""attempt"":1,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-12-01T18:49:05Z,2025-12-01T18:49:05Z,2025-12-01T18:49:05Z
14b582ec-0681-580b-8ed3-321114b0397d,c5d6e7f8-091a-4570-91a2-b3c4d5e6f708,erp-extract-20251201-0001,success,2025-12-01T21:15:29Z,2025-12-01T21:33:49Z,1100,2565494,,,"{""attempt"":1,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-12-01T21:35:29Z,2025-12-01T21:35:29Z,2025-12-01T21:35:29Z
56e24edb-a950-565d-a4ae-14fec25b567e,5e6f7081-92a3-4ee9-3c4d-5e6f708091a2,revenue-marts-20251201-0001,failed,2025-12-01T22:41:23Z,2025-12-01T22:46:47Z,324,1723018,Warehouse timeout during query execution,warehouse_timeout,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""transform"",""platform"":""dbt"",""source"":""synthetic-orchestrator-v1""}",2025-12-01T22:47:23Z,2025-12-01T22:47:23Z,2025-12-01T22:47:23Z
82463862-5ff2-5bbd-beeb-de1848ed0086,d6e7f809-1a2b-4661-a2b3-c4d5e6f7091a,customer360-20251202-0002,success,2025-12-02T01:09:02Z,2025-12-02T01:25:01Z,959,1385291,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""transform"",""platform"":""dbt"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T01:31:02Z,2025-12-02T01:31:02Z,2025-12-02T01:31:02Z
32194e6c-1239-5da3-8369-36860ea5dd18,708192a3-b4c5-400b-4c5d-6e7f8091a2b3,grid-events-20251202-0001,success,2025-12-02T01:32:16Z,2025-12-02T02:31:32Z,3556,1611260,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T01:53:16Z,2025-12-02T01:53:16Z,2025-12-02T01:53:16Z
b41b3b57-e545-5cad-9ff3-22b3e06c92aa,e7f8091a-2b3c-4792-b3c4-d5e6f708192a,costing-models-20251202-0001,success,2025-12-02T01:59:34Z,2025-12-02T03:39:27Z,5993,1142613,,,"{""attempt"":1,""environment"":""prod"",""pipeline_type"":""transform"",""platform"":""dbt"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T02:18:34Z,2025-12-02T02:18:34Z,2025-12-02T02:18:34Z
16cc26d1-f952-50b2-a076-2fdf174c82a2,6f708192-a3b4-4f2a-3b4c-5d6e7f8091a2,dq-checks-20251202-0001,success,2025-12-02T02:05:47Z,2025-12-02T02:23:23Z,1056,395707,,,"{""attempt"":1,""environment"":""staging"",""pipeline_type"":""quality"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T02:30:47Z,2025-12-02T02:30:47Z,2025-12-02T02:30:47Z
314b7fb6-fc7c-52aa-a169-ab4ec882e0e7,6f708192-a3b4-4f2a-3b4c-5d6e7f8091a2,dq-checks-20251202-0002,success,2025-12-02T02:22:32Z,2025-12-02T02:32:11Z,579,158347,,,"{""attempt"":3,""environment"":""staging"",""pipeline_type"":""quality"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T02:29:32Z,2025-12-02T02:29:32Z,2025-12-02T02:29:32Z
cd538558-1ed1-504d-9c1e-6654e5dbaa32,a3b4c5d6-e7f8-433e-7f80-91a2b3c4d5e6,publish-pipeline-20251202-0002,success,2025-12-02T03:09:52Z,2025-12-02T03:12:55Z,183,805378,,,"{""attempt"":2,""environment"":""staging"",""pipeline_type"":""export"",""platform"":""airflow"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T03:13:52Z,2025-12-02T03:13:52Z,2025-12-02T03:13:52Z
7e5d3d4c-822c-5f5d-990e-564ab34f6362,091a2b3c-4d5e-49b4-d5e6-f708192a3b4c,ehr-ingest-20251202-0001,success,2025-12-02T04:29:44Z,2025-12-02T05:49:17Z,4773,1783538,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T04:36:44Z,2025-12-02T04:36:44Z,2025-12-02T04:36:44Z
9329a7cd-d89d-5de0-bf78-9430765b3c2b,f8091a2b-3c4d-4883-c4d5-e6f7091a2b3c,crm-sync-20251202-0001,success,2025-12-02T05:06:32Z,2025-12-02T05:33:06Z,1594,166774,,,"{""attempt"":2,""environment"":""staging"",""pipeline_type"":""export"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T05:09:32Z,2025-12-02T05:09:32Z,2025-12-02T05:09:32Z
841914a4-5223-5a3f-a859-b250807550ea,1a2b3c4d-5e6f-4aa5-e6f7-08192a3b4c5d,readmit-model-20251202-0001,success,2025-12-02T05:43:06Z,2025-12-02T07:15:08Z,5522,151025,,,"{""attempt"":2,""environment"":""staging"",""pipeline_type"":""transform"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T06:08:06Z,2025-12-02T06:08:06Z,2025-12-02T06:08:06Z
ecd73f13-f581-5486-9ce2-6b3171d677f5,0f1e2d3c-4b5a-4978-8c9d-0e1f2a3b4c5d,daily-ops-orchestrate-20251202-0001,success,2025-12-02T06:31:52Z,2025-12-02T06:47:58Z,966,8259,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""healthcheck"",""platform"":""airflow"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T06:56:52Z,2025-12-02T06:56:52Z,2025-12-02T06:56:52Z
1e162e9f-5b62-54f6-a1f5-bf295946dec5,a3b4c5d6-e7f8-433e-7f80-91a2b3c4d5e6,publish-pipeline-20251202-0001,success,2025-12-02T07:10:53Z,2025-12-02T07:36:15Z,1522,65400,,,"{""attempt"":2,""environment"":""staging"",""pipeline_type"":""export"",""platform"":""airflow"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T07:20:53Z,2025-12-02T07:20:53Z,2025-12-02T07:20:53Z
c47a2e90-74ff-5292-a5ae-368932f02ca1,f8091a2b-3c4d-48a3-c4d5-e6f708192a3b,sensor-stream-20251202-0002,success,2025-12-02T08:10:28Z,2025-12-02T10:02:45Z,6737,4449776,,,"{""attempt"":2,""environment"":""dev"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T08:23:28Z,2025-12-02T08:23:28Z,2025-12-02T08:23:28Z
0c898fe4-e717-5e19-b688-c48be1b91cfd,92a3b4c5-d6e7-422d-7080-91a2b3c4d5e6,finance-pack-20251202-0001,success,2025-12-02T08:19:31Z,2025-12-02T10:52:31Z,9180,442875,,,"{""attempt"":2,""environment"":""staging"",""pipeline_type"":""transform"",""platform"":""dbt"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T08:31:31Z,2025-12-02T08:31:31Z,2025-12-02T08:31:31Z
114ca866-047e-5f3c-bba8-c036f599b521,3c4d5e6f-7081-4cc7-0819-2a3b4c5d6e7f,research-pulls-20251202-0001,success,2025-12-02T09:38:10Z,2025-12-02T09:49:24Z,674,7717,,,"{""attempt"":2,""environment"":""dev"",""pipeline_type"":""healthcheck"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T09:52:10Z,2025-12-02T09:52:10Z,2025-12-02T09:52:10Z
b67d6670-9fcb-5544-8820-9be9b9fcd793,2b3c4d5e-6f70-4bb6-f709-1a2b3c4d5e6f,dq-policy-20251202-0001,skipped,2025-12-02T10:18:36Z,2025-12-02T10:49:24Z,1848,422561,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""quality"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T10:22:36Z,2025-12-02T10:22:36Z,2025-12-02T10:22:36Z
a923badd-f007-5b77-81da-91339e30cdc6,d6e7f809-1a2b-4661-a2b3-c4d5e6f7091a,customer360-20251202-0001,success,2025-12-02T11:19:31Z,2025-12-02T12:44:07Z,5076,1552172,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""transform"",""platform"":""dbt"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T11:40:31Z,2025-12-02T11:40:31Z,2025-12-02T11:40:31Z
d062e2f8-ec1a-5a08-a183-63e3bb1c5643,2b3c4d5e-6f70-4b8c-9d0e-1f2a3b4c5d6f,warehouse-models-20251202-0001,running,2025-12-02T11:30:36Z,,,114768,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""transform"",""platform"":""dbt"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T11:50:36Z,2025-12-02T11:50:36Z,2025-12-02T11:50:36Z
2dc6658b-54fd-534b-a1c7-55469d12a5df,4d5e6f70-8192-4d0e-1f2a-3b4c5d6e7f80,card-tx-ingest-20251202-0001,skipped,2025-12-02T11:46:17Z,2025-12-02T13:22:11Z,5754,1472472,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T12:10:17Z,2025-12-02T12:10:17Z,2025-12-02T12:10:17Z
a7c0cd9d-1b90-55a1-ac7e-c602ac2c92f3,3c4d5e6f-7081-4cc7-1a2b-3c4d5e6f7080,monthly-close-20251202-0001,success,2025-12-02T11:57:26Z,2025-12-02T12:11:34Z,848,1960,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""healthcheck"",""platform"":""airflow"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T12:08:26Z,2025-12-02T12:08:26Z,2025-12-02T12:08:26Z
1bfc52fd-c37f-5fed-a0ed-2d3eb6fd91f5,5e6f7081-92a3-4e1f-2a3b-4c5d6e7f8091,risk-features-20251202-0001,success,2025-12-02T13:42:10Z,2025-12-02T14:39:44Z,3454,978030,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""transform"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T14:00:10Z,2025-12-02T14:00:10Z,2025-12-02T14:00:10Z
f2866387-e679-5b02-8d83-25c53aeb86a2,1a2b3c4d-5e6f-4aa5-e6f7-08192a3b4c5d,readmit-model-20251202-0002,success,2025-12-02T14:39:26Z,2025-12-02T15:35:07Z,3341,1399203,,,"{""attempt"":1,""environment"":""staging"",""pipeline_type"":""transform"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T14:41:26Z,2025-12-02T14:41:26Z,2025-12-02T14:41:26Z
260ad103-429d-5150-b8ed-83d5d7f38284,5e6f7081-92a3-4ee9-3c4d-5e6f708091a2,revenue-marts-20251202-0001,failed,2025-12-02T15:52:22Z,2025-12-02T16:47:28Z,3306,1750290,Schema mismatch detected in source payload,schema_drift,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""transform"",""platform"":""dbt"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T16:01:22Z,2025-12-02T16:01:22Z,2025-12-02T16:01:22Z
b30fd60a-2925-5e3d-885f-c4db7f1eba47,c5d6e7f8-091a-4570-91a2-b3c4d5e6f708,erp-extract-20251202-0001,success,2025-12-02T19:41:08Z,2025-12-02T21:35:29Z,6861,592135,,,"{""attempt"":1,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T19:50:08Z,2025-12-02T19:50:08Z,2025-12-02T19:50:08Z
cd49f801-b044-5480-8dae-28748e8fa438,1a2b3c4d-5e6f-4aa5-e6f7-091a2b3c4d5e,fraud-features-20251202-0001,success,2025-12-02T20:28:10Z,2025-12-02T22:47:11Z,8341,1707718,,,"{""attempt"":2,""environment"":""staging"",""pipeline_type"":""transform"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T20:46:10Z,2025-12-02T20:46:10Z,2025-12-02T20:46:10Z
cddec96f-b43d-5bcb-8ad6-0c0f31da5980,8192a3b4-c5d6-411c-6f70-8091a2b3c4d5,site-reports-20251202-0001,success,2025-12-02T20:48:37Z,2025-12-02T20:50:33Z,116,6698,,,"{""attempt"":1,""environment"":""prod"",""pipeline_type"":""healthcheck"",""platform"":""airflow"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T21:11:37Z,2025-12-02T21:11:37Z,2025-12-02T21:11:37Z
83d24184-492a-525f-bf1a-aed0d836c38f,d6e7f809-1a2b-4681-a2b3-c4d5e6f70819,bom-refresh-20251202-0001,success,2025-12-02T20:51:27Z,2025-12-02T21:03:20Z,713,3442,,,"{""attempt"":2,""environment"":""staging"",""pipeline_type"":""healthcheck"",""platform"":""airflow"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T20:53:27Z,2025-12-02T20:53:27Z,2025-12-02T20:53:27Z
38d9d5af-3c21-5bb7-8ed7-2eb55a5b6607,5e6f7081-92a3-4ee9-2a3b-4c5d6e7f8091,load-forecast-orchestrate-20251202-0001,success,2025-12-02T20:55:35Z,2025-12-02T21:09:26Z,831,878,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""healthcheck"",""platform"":""airflow"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T21:16:35Z,2025-12-02T21:16:35Z,2025-12-02T21:16:35Z
d072f4ff-aee9-51cb-94f4-288ecf4e9155,5e6f7081-92a3-4e1f-2a3b-4c5d6e7f8091,risk-features-20251202-0002,success,2025-12-02T22:00:21Z,2025-12-03T00:31:37Z,9076,663583,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""transform"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T22:03:21Z,2025-12-02T22:03:21Z,2025-12-02T22:03:21Z
a05b1f20-09b0-53a0-954f-70f7ddc2c55a,f8091a2b-3c4d-48a3-c4d5-e6f708192a3b,sensor-stream-20251202-0001,success,2025-12-02T23:15:28Z,2025-12-03T00:45:47Z,5419,4458024,,,"{""attempt"":2,""environment"":""dev"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-12-02T23:30:28Z,2025-12-02T23:30:28Z,2025-12-02T23:30:28Z
453f6966-3d14-53c8-a222-48c5ac77fb65,b4c5d6e7-f809-444f-91a2-b3c4d5e6f708,procurement-20251203-0001,success,2025-12-03T00:55:08Z,2025-12-03T01:40:55Z,2747,800651,,,"{""attempt"":1,""environment"":""staging"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T00:57:08Z,2025-12-03T00:57:08Z,2025-12-03T00:57:08Z
1769a3d4-eda7-5223-88e7-86ab2ea3b945,d6e7f809-1a2b-4661-a2b3-c4d5e6f7091a,customer360-20251203-0001,success,2025-12-03T01:35:11Z,2025-12-03T03:56:35Z,8484,576017,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""transform"",""platform"":""dbt"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T01:55:11Z,2025-12-03T01:55:11Z,2025-12-03T01:55:11Z
f98f9897-9cec-5d75-bb79-4d4042f5b091,b4c5d6e7-f809-444f-8091-a2b3c4d5e6f7,audience-dash-20251203-0001,success,2025-12-03T03:02:54Z,2025-12-03T03:31:26Z,1712,357668,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""export"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T03:24:54Z,2025-12-03T03:24:54Z,2025-12-03T03:24:54Z
c61ff76e-8afc-548c-80f7-311554c4e64c,e7f8091a-2b3c-4792-b3c4-d5e6f708192a,costing-models-20251203-0002,success,2025-12-03T03:50:17Z,2025-12-03T05:12:20Z,4923,653449,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""transform"",""platform"":""dbt"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T04:10:17Z,2025-12-03T04:10:17Z,2025-12-03T04:10:17Z
46e6dd50-347b-52b3-8924-99fd179709a7,2b3c4d5e-6f70-4bb6-f709-1a2b3c4d5e6f,dq-policy-20251203-0001,success,2025-12-03T05:22:44Z,2025-12-03T05:25:26Z,162,360200,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""quality"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T05:32:44Z,2025-12-03T05:32:44Z,2025-12-03T05:32:44Z
dde06945-8176-5857-8ab5-bc11fb962aa9,5e6f7081-92a3-4ee9-3c4d-5e6f708091a2,revenue-marts-20251203-0001,skipped,2025-12-03T05:44:21Z,2025-12-03T06:59:07Z,4486,1965249,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""transform"",""platform"":""dbt"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T06:05:21Z,2025-12-03T06:05:21Z,2025-12-03T06:05:21Z
ecc4061f-ea32-5720-91e0-10851dece975,c5d6e7f8-091a-4570-91a2-b3c4d5e6f708,erp-extract-20251203-0001,success,2025-12-03T06:04:40Z,2025-12-03T07:51:36Z,6416,2876363,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T06:07:40Z,2025-12-03T06:07:40Z,2025-12-03T06:07:40Z
4b0e766b-a878-5ff1-b512-a1b893ad6af8,b4c5d6e7-f809-446f-8091-a2b3c4d5e6f7,ads-ingest-20251203-0001,skipped,2025-12-03T08:11:50Z,2025-12-03T08:31:55Z,1205,3752891,,,"{""attempt"":2,""environment"":""dev"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T08:31:50Z,2025-12-03T08:31:50Z,2025-12-03T08:31:50Z
2f599141-3d61-58c5-a035-804d7e354a65,708192a3-b4c5-402b-4c5d-6e7f8091a2b3,backfills-20251203-0001,success,2025-12-03T08:36:23Z,2025-12-03T08:44:33Z,490,6531,,,"{""attempt"":3,""environment"":""dev"",""pipeline_type"":""healthcheck"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T08:58:23Z,2025-12-03T08:58:23Z,2025-12-03T08:58:23Z
b5ff11c9-65ed-5fe9-b390-403da59a5fae,a3b4c5d6-e7f8-435e-7f80-91a2b3c4d5e6,kpi-dashboards-20251203-0001,success,2025-12-03T11:22:14Z,2025-12-03T11:40:13Z,1079,250509,,,"{""attempt"":2,""environment"":""staging"",""pipeline_type"":""export"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T11:30:14Z,2025-12-03T11:30:14Z,2025-12-03T11:30:14Z
6202a053-fa02-58a4-9bbc-73f212dfa839,1a2b3c4d-5e6f-4aa5-e6f7-091a2b3c4d5e,fraud-features-20251203-0001,success,2025-12-03T12:47:11Z,2025-12-03T13:29:26Z,2535,901908,,,"{""attempt"":3,""environment"":""staging"",""pipeline_type"":""transform"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T13:11:11Z,2025-12-03T13:11:11Z,2025-12-03T13:11:11Z
2ee8240b-0f9b-5847-9350-8e850f9faa23,b4c5d6e7-f809-444f-8091-a2b3c4d5e6f7,audience-dash-20251203-0002,success,2025-12-03T13:03:10Z,2025-12-03T13:19:44Z,994,62719,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""export"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T13:04:10Z,2025-12-03T13:04:10Z,2025-12-03T13:04:10Z
b11e1024-3b77-5a51-951e-363df12c5d10,1a2b3c4d-5e6f-4aa5-e6f7-08192a3b4c5d,readmit-model-20251203-0001,success,2025-12-03T14:56:42Z,2025-12-03T15:26:31Z,1789,771473,,,"{""attempt"":2,""environment"":""staging"",""pipeline_type"":""transform"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T15:13:42Z,2025-12-03T15:13:42Z,2025-12-03T15:13:42Z
7df043a1-9c6f-5efa-b2ae-e9a55f1e2671,a3b4c5d6-e7f8-433e-8091-a2b3c4d5e6f7,client-audits-20251203-0001,success,2025-12-03T15:49:31Z,2025-12-03T16:08:13Z,1122,1707,,,"{""attempt"":1,""environment"":""dev"",""pipeline_type"":""healthcheck"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T15:50:31Z,2025-12-03T15:50:31Z,2025-12-03T15:50:31Z
a202395a-cf4a-5b6a-9b9b-ba89341907b6,a3b4c5d6-e7f8-433e-7f80-91a2b3c4d5e6,publish-pipeline-20251203-0001,success,2025-12-03T16:08:14Z,2025-12-03T16:16:36Z,502,247026,,,"{""attempt"":1,""environment"":""staging"",""pipeline_type"":""export"",""platform"":""airflow"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T16:21:14Z,2025-12-03T16:21:14Z,2025-12-03T16:21:14Z
e5194370-3847-59d2-8672-ea736d7b8347,6f708192-a3b4-4ffa-4d5e-6f708091a2b3,ops-dash-20251203-0001,success,2025-12-03T16:14:01Z,2025-12-03T17:10:44Z,3403,362507,,,"{""attempt"":3,""environment"":""staging"",""pipeline_type"":""export"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T16:20:01Z,2025-12-03T16:20:01Z,2025-12-03T16:20:01Z
7d1020ac-d286-5f51-ad08-c123dde07453,8192a3b4-c5d6-411c-5d6e-7f8091a2b3c4,social-ingest-20251203-0001,success,2025-12-03T16:58:25Z,2025-12-03T17:15:28Z,1023,4486568,,,"{""attempt"":1,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T17:23:25Z,2025-12-03T17:23:25Z,2025-12-03T17:23:25Z
531685cf-a1f5-5bb1-bd3d-604b432b7b05,5e6f7081-92a3-4e1f-2a3b-4c5d6e7f8091,risk-features-20251203-0001,success,2025-12-03T17:12:27Z,2025-12-03T17:34:06Z,1299,1603617,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""transform"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T17:17:27Z,2025-12-03T17:17:27Z,2025-12-03T17:17:27Z
4dba4cfc-fe91-5946-8ddb-d6b65cd5878c,5e6f7081-92a3-4ee9-2a3b-4c5d6e7f8091,load-forecast-orchestrate-20251203-0001,success,2025-12-03T18:34:44Z,2025-12-03T18:39:41Z,297,8068,,,"{""attempt"":1,""environment"":""prod"",""pipeline_type"":""healthcheck"",""platform"":""airflow"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T18:39:44Z,2025-12-03T18:39:44Z,2025-12-03T18:39:44Z
07e0893e-ccb6-52be-a9ba-e150f1b7c28f,6f708192-a3b4-4ffa-3b4c-5d6e7f8091a2,metering-marts-20251203-0001,success,2025-12-03T19:07:31Z,2025-12-03T20:12:55Z,3924,1838561,,,"{""attempt"":3,""environment"":""staging"",""pipeline_type"":""transform"",""platform"":""dbt"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T19:23:31Z,2025-12-03T19:23:31Z,2025-12-03T19:23:31Z
9db36081-4727-5c5d-b841-3359ded2318e,e7f8091a-2b3c-4792-b3c4-d5e6f708192a,costing-models-20251203-0001,success,2025-12-03T23:08:18Z,2025-12-04T01:30:56Z,8558,1022230,,,"{""attempt"":1,""environment"":""prod"",""pipeline_type"":""transform"",""platform"":""dbt"",""source"":""synthetic-orchestrator-v1""}",2025-12-03T23:33:18Z,2025-12-03T23:33:18Z,2025-12-03T23:33:18Z
c36e70b7-7d81-5626-8cc6-b100b291f921,3c4d5e6f-7081-4c9d-0e1f-2a3b4c5d6e7f,telemetry-stream-20251204-0003,success,2025-12-04T02:12:48Z,2025-12-04T04:09:00Z,6972,791378,,,"{""attempt"":3,""environment"":""dev"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-12-04T02:28:48Z,2025-12-04T02:28:48Z,2025-12-04T02:28:48Z
